src_id,station_name,reporting_period,year,month,air_temperature,dewpoint,rltv_hum,wind_speed,visibility,msl_pressure
987.0,Glasgow,2024-08-01,2024,8,7.711111111111112,5.387152777777778,85.93020833333334,9.239583333333334,2978.5069444444443,1013.5420138888888
987.0,Glasgow,2024-09-01,2024,9,7.285416666666666,4.759722222222222,84.65625,12.260416666666666,3275.226480836237,1012.6402777777779
987.0,Glasgow,2024-10-01,2024,10,7.226315789473684,4.999649122807018,86.99122807017544,10.291666666666666,2696.8070175438597,1014.518596491228
987.0,Glasgow,2024-11-01,2024,11,7.706944444444444,5.138541666666667,85.31284722222222,7.885416666666667,3136.1672473867598,1019.0350694444444
987.0,Glasgow,2024-12-01,2024,12,8.036805555555555,5.490625,85.34062499999999,8.98263888888889,3467.108013937282,1017.2052083333333
161.0,Aberdeen,2024-01-01,2024,1,9.347916666666666,6.382986111111111,82.78888888888889,6.6875,2358.01393728223,1011.4305555555555
161.0,Aberdeen,2024-02-01,2024,2,10.215625,7.079861111111111,82.21145833333334,8.010416666666666,2445.0,1010.4746527777778
161.0,Aberdeen,2024-03-01,2024,3,8.930208333333333,5.293749999999999,80.19965277777777,7.267361111111111,2715.609756097561,1009.9347222222223
161.0,Aberdeen,2024-04-01,2024,4,8.933680555555556,5.571527777777778,80.74548611111112,7.676056338028169,2958.402777777778,1008.5552083333334
161.0,Aberdeen,2024-05-01,2024,5,9.438194444444443,7.057986111111111,86.12604166666667,7.385416666666667,2091.4236111111113,1006.4663194444444
161.0,Aberdeen,2024-06-01,2024,6,9.277777777777779,6.4,83.20902777777778,8.614583333333334,2323.5416666666665,1008.4892361111112
161.0,Aberdeen,2024-07-01,2024,7,9.14236111111111,6.025347222222222,82.07569444444444,9.256944444444445,2497.8125,1010.3079861111112
161.0,Aberdeen,2024-08-01,2024,8,8.355208333333334,5.301736111111111,82.23124999999999,8.45138888888889,2601.8947368421054,1013.9611111111111
161.0,Aberdeen,2024-09-01,2024,9,8.465625,5.180902777777778,81.04409722222222,9.353571428571428,2384.285714285714,1013.0902777777778
161.0,Aberdeen,2024-10-01,2024,10,7.848958333333333,4.848263888888889,82.77395833333334,10.670454545454545,2225.993031358885,1013.4722222222222
161.0,Aberdeen,2024-11-01,2024,11,8.446739130434784,4.859057971014493,79.90176056338028,8.570342205323193,2677.2280701754385,1018.4014492753623
161.0,Aberdeen,2024-12-01,2024,12,8.064233576642335,5.175182481751825,82.71180555555556,8.886363636363637,2777.9166666666665,1016.3740875912408
593.0,Birmingham,1999-01-01,1999,1,8.797530864197531,6.5,85.81851851851852,8.54320987654321,,1015.2913580246915
593.0,Birmingham,1999-02-01,1999,2,6.694366197183099,4.622535211267605,86.75352112676056,10.211267605633802,,1010.5478873239435
593.0,Birmingham,1999-03-01,1999,3,6.52112676056338,4.622535211267605,87.83239436619719,10.535211267605634,,1004.2676056338029
593.0,Birmingham,1999-04-01,1999,4,7.974285714285715,5.2676923076923075,83.82923076923076,12.028571428571428,,1003.8814285714285
593.0,Birmingham,1999-05-01,1999,5,7.0680555555555555,3.4416666666666664,77.39375,14.48611111111111,,1007.0722222222222
593.0,Birmingham,1999-06-01,1999,6,5.525714285714286,2.617391304347826,84.55,9.5,,1006.1885714285714
593.0,Birmingham,1999-07-01,1999,7,3.3194444444444446,1.4982142857142857,86.03392857142856,9.819444444444445,,1004.9055555555556
593.0,Birmingham,1999-08-01,1999,8,2.3915492957746483,0.6754098360655738,86.77049180327869,6.633802816901408,,1003.181690140845
593.0,Birmingham,1999-09-01,1999,9,1.1690140845070423,-1.38125,81.9734375,6.901408450704225,,1008.9492957746478
593.0,Birmingham,1999-10-01,1999,10,0.8924242424242425,-1.4482142857142857,83.06071428571428,5.757575757575758,,1015.3303030303031
593.0,Birmingham,1999-11-01,1999,11,0.7788732394366197,-0.9213114754098362,87.68032786885246,3.6056338028169015,,1017.7239436619717
593.0,Birmingham,1999-12-01,1999,12,3.5028571428571427,1.7420289855072464,87.8840579710145,4.857142857142857,,1012.3800000000001
676.0,Bristol,2018-01-01,2018,1,4.861458333333333,3.0625,88.55243055555555,9.48611111111111,1238.75,1008.5836805555555
676.0,Bristol,2018-02-01,2018,2,3.920486111111111,0.32916666666666666,77.79340277777777,7.743055555555555,3314.8611111111113,1014.8982638888889
676.0,Bristol,2018-03-01,2018,3,4.842013888888889,2.834027777777778,86.73506944444445,9.315972222222221,1854.236111111111,992.0229166666666
676.0,Bristol,2018-04-01,2018,4,8.688541666666667,6.280555555555555,85.8607638888889,8.211805555555555,2081.7013888888887,1003.8552083333333
676.0,Bristol,2018-05-01,2018,5,12.025694444444445,7.4319444444444445,75.28958333333334,6.881944444444445,2824.8263888888887,1015.359375
676.0,Bristol,2018-06-01,2018,6,16.86215277777778,12.40451388888889,76.22465277777778,6.614583333333333,2347.534722222222,1016.6590277777777
676.0,Bristol,2018-07-01,2018,7,21.364930555555556,12.348611111111111,58.75451388888889,6.465277777777778,3666.597222222222,1020.1621527777778
676.0,Bristol,2018-08-01,2018,8,18.39340277777778,13.260069444444445,73.66076388888888,6.850694444444445,4790.173611111111,1017.6149305555555
676.0,Bristol,2018-09-01,2018,9,15.86111111111111,11.346875,75.64027777777778,7.138888888888889,4723.020833333333,1020.5680555555555
676.0,Bristol,2018-10-01,2018,10,13.476736111111112,10.294097222222222,81.79444444444444,8.73611111111111,4294.305555555556,1017.3378472222222
